,quantile
648,0.599461115
649,0.790341334
650,1.26549433
651,1.109445313
652,1.191384945
653,1.177070689
654,1.002102653
655,1.025793267
656,0.739314486
657,1.077812341
658,1.212653751
659,1.164916385
660,0.701675407
661,0.945045516
662,0.634431489
663,0.795293132
664,0.929837471
665,0.980671737
666,0.593806822
667,0.910757582
668,0.999247855
669,0.779942106
670,1.224439442
671,1.085727429
672,0.63754201
673,1.171653188
674,1.154533046
675,0.989635483
676,1.020492792
677,1.193695934
678,0.917185072
679,0.630297378
680,1.11364633
681,1.191304193
682,1.003780329
683,1.008693465
684,0.992041085
685,1.224373096
686,1.063235891
687,1.268152958
688,0.956728984
689,0.952494021
690,0.598888404
691,0.62108028
692,1.427141655
693,1.330597568
694,0.788562927
695,0.9415095
696,0.972168623
697,1.387809894
698,0.870228282
699,0.644179879
700,1.079232069
701,1.002607239
702,1.176689262
703,1.100990636
704,1.373993766
705,0.669488553
706,1.280557512
707,1.087647379
708,0.626041561
709,1.218595489
710,0.851319394
711,0.558716399
712,0.911521108
713,1.065527941
714,0.946075918
715,0.832596279
716,1.208626676
717,0.926618663
718,0.913784466
719,1.180086195
720,0.801977858
721,1.165676679
722,0.6000683
723,1.305232813
724,0.939131098
725,0.880665703
726,1.356066416
727,0.945411446
728,1.005928241
729,0.965904165
730,1.169684569
731,0.605981661
732,0.795660727
733,0.950681941
734,1.044644269
735,1.084367208
736,1.307634696
737,1.167887179
738,1.127073271
739,0.598397834
740,1.128532337
741,0.695290377
742,1.137292875
743,0.617277311
744,0.716248699
745,1.087107277
746,0.86694318
747,1.116168285
748,1.026492515
749,1.381769525
750,1.011040716
751,0.904415366
752,1.116519487
753,1.264342977
754,0.824422649
755,1.171947788
756,0.557301168
757,0.995709178
758,0.805077131
759,1.018149138
760,0.871045705
761,0.924483025
762,1.032934435
763,0.949147988
764,1.140921702
765,1.036615321
766,1.29251623
767,0.967409943
768,1.078799621
769,1.123203953
770,0.637055011
771,0.951480801
772,1.189855531
773,1.270157738
774,0.557640384
775,1.033348161
776,0.834029705
777,0.971123539
778,0.828061307
779,0.683030114
780,1.392234898
781,0.939026773
782,1.2945475
783,0.988992047
784,0.933730799
785,1.490230546
786,1.007298983
787,1.101651149
788,0.751132
789,0.929435419
790,0.961575987
791,0.912963713
792,1.005749767
793,1.320282836
794,0.900481161
795,1.148317776
796,0.912386049
797,0.964429569
798,0.739944472
799,0.827274979
800,0.544265759
801,0.992457144
802,0.819820057
803,1.347303973
804,0.976870066
805,0.934386258
806,1.119216922
807,1.082508198
808,1.394934593
809,1.436348419
810,1.058352668
811,1.065604486
812,1.000143272
813,1.051774205
814,1.076012882
815,1.244014721
816,1.329086344
817,0.919160078
818,0.607424269
819,1.267362994
820,1.464137733
821,1.290202298
822,1.019814291
823,1.01705109
824,1.028870452
825,1.294647661
826,0.940237073
827,1.213917943
828,1.205652806
829,0.666095018
830,1.202923091
831,1.091294909
832,0.747344346
833,0.952470105
834,1.177865239
835,0.639229573
836,1.212170393
837,1.002188611
838,0.622012409
839,0.895472366
840,1.104977636
841,0.839248668
842,0.897562396
843,0.831142736
844,0.552029981
845,1.42112459
